what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.ui",1342116402314
started,bundle,org.eclipse.jst.jsp.core,1.2.402.v201112071853,"org.eclipse.jst.jsp.core",1342116402359
started,bundle,org.eclipse.wst.wsdl.validation,1.1.502.v201104071820,"org.eclipse.wst.wsdl.validation",1342116402434
started,bundle,org.jboss.tools.cdi.core,1.2.0.v20120611-1827-H85-Final,"org.jboss.tools.cdi.core",1342116414404
started,bundle,org.eclipse.wst.wsi.ui,1.0.502.v201104071820,"org.eclipse.wst.wsi.ui",1342116414527
started,bundle,org.jboss.ide.eclipse.as.ui.mbeans,2.3.0.v20120615-1559-H138-Final,"org.jboss.ide.eclipse.as.ui.mbeans",1342116414609
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342116418071
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1342116418684
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1342116418685
started,bundle,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui",1342116418714
started,bundle,org.jboss.tools.cdi.seam.core,1.2.0.v20120611-1827-H85-Final,"org.jboss.tools.cdi.seam.core",1342116421617
started,bundle,org.jboss.tools.common.resref.core,3.3.0.v20120611-1634-H74-Final,"org.jboss.tools.common.resref.core",1342116421798
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342116421902
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342116445760
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1342116447162
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1342116447163
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1342116447175
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1342116447176
started,bundle,org.jboss.tools.common.verification.ui,3.3.0.v20120611-1634-H74-Final,"org.jboss.tools.common.verification.ui",1342116447209
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1342116447273
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1342116447308
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1342116447314
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342116449915
started,bundle,org.eclipse.jst.server.preview.adapter,1.1.100.v20100308,"org.eclipse.jst.server.preview.adapter",1342116450059
started,bundle,org.eclipse.wst.server.http.core,1.0.200.v20090429,"org.eclipse.wst.server.http.core",1342116450066
started,bundle,org.eclipse.wst.server.preview.adapter,1.1.0.v20090311b,"org.eclipse.wst.server.preview.adapter",1342116450069
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1342116462640
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342116462700
started,bundle,org.eclipse.m2e.launching,1.0.200.20111228-1245,"org.eclipse.m2e.launching",1342116462816
started,bundle,org.jboss.ide.eclipse.freemarker,1.2.0.v20120611-1732-H94-Final,"org.jboss.ide.eclipse.freemarker",1342116462822
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1342116463237
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1342116465808
started,bundle,org.jboss.ide.eclipse.as.jmx.integration,2.3.0.v20120615-1559-H138-Final,"org.jboss.ide.eclipse.as.jmx.integration",1342116495731
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342116535787
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342116548055
opened,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1342116551779
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1342116551804
started,bundle,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser",1342116551872
started,bundle,org.jboss.tools.openshift.express.ui,2.3.0.v20120613-1951-H135-Final,"org.jboss.tools.openshift.express.ui",1342116551885
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1342116556855
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342116578149
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342116734621
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1342116743761
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1342116743790
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342116743954
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342116744817
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1342116746084
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1342116746099
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1342116749900
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342116752177
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1342116759357
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342116759414
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1342116762423
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1342116918899
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342116922740
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342116923706
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1342116926297
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1342116929840
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1342116930315
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342117120143
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342117120797
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342117120972
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342121099662
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342121101197
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342121102660
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1342121103555
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1342121103556
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1342121103557
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1342121103558
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1342121103559
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1342121103560
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1342121103561
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.303.v201003110431,"org.eclipse.jst.ws.axis2.ui",1342121103562
stopped,bundle,org.eclipse.jst.ws.axis2.core,1.0.204.v201004211805,"org.eclipse.jst.ws.axis2.core",1342121103563
stopped,bundle,org.eclipse.jst.ws.cxf.creation.ui,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.ui",1342121103566
stopped,bundle,org.jboss.tools.ws.creation.ui,1.2.2.v20120611-1829-H137-Final,"org.jboss.tools.ws.creation.ui",1342121103567
stopped,bundle,org.eclipse.jst.ws.creation.ui,1.0.609.v201103082016,"org.eclipse.jst.ws.creation.ui",1342121103568
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.ui,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.ui",1342121103569
stopped,bundle,org.jboss.tools.ws.ui,1.2.2.v20120611-1829-H137-Final,"org.jboss.tools.ws.ui",1342121103569
stopped,bundle,org.jboss.tools.ws.creation.core,1.2.2.v20120611-1829-H137-Final,"org.jboss.tools.ws.creation.core",1342121103570
stopped,bundle,org.jboss.tools.ws.core,1.2.2.v20120611-1829-H137-Final,"org.jboss.tools.ws.core",1342121103571
stopped,bundle,org.eclipse.jst.ws.consumption.ui,1.1.402.v201201250306,"org.eclipse.jst.ws.consumption.ui",1342121103574
stopped,bundle,org.eclipse.jst.ws.consumption,1.0.603.v201202012024,"org.eclipse.jst.ws.consumption",1342121103575
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.core,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.core",1342121103576
stopped,bundle,org.eclipse.jst.ws.cxf.creation.core,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.core",1342121103578
stopped,bundle,org.eclipse.jst.ws.cxf.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.cxf.ui",1342121103579
stopped,bundle,org.eclipse.jst.ws.cxf.core,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.core",1342121103579
stopped,bundle,org.eclipse.jst.ws.uddiregistry,1.0.500.v201004211805,"org.eclipse.jst.ws.uddiregistry",1342121103580
stopped,bundle,org.eclipse.jst.ws.ui,1.0.403.v201004211805,"org.eclipse.jst.ws.ui",1342121103581
stopped,bundle,org.eclipse.jst.ws,1.0.509.v201108250610,"org.eclipse.jst.ws",1342121103583
stopped,bundle,org.eclipse.wst.ws.explorer,1.0.607.v201103082002,"org.eclipse.wst.ws.explorer",1342121103589
stopped,bundle,org.eclipse.wst.wsdl.ui,1.2.403.v201108240515,"org.eclipse.wst.wsdl.ui",1342121103590
stopped,bundle,org.eclipse.wst.ws.ui,1.1.200.v201004211805,"org.eclipse.wst.ws.ui",1342121103591
stopped,bundle,org.eclipse.wst.wsi.ui,1.0.502.v201104071820,"org.eclipse.wst.wsi.ui",1342121103591
stopped,bundle,org.eclipse.wst.wsi,1.0.401.v201104071820,"org.eclipse.wst.wsi",1342121103593
stopped,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1342121103593
stopped,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.500.v201105122000,"org.eclipse.jst.j2ee.webservice.ui",1342121103593
stopped,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1342121103594
stopped,bundle,org.eclipse.wst.ws.parser,1.0.403.v201004211805,"org.eclipse.wst.ws.parser",1342121103595
stopped,bundle,org.eclipse.jpt.dbws.eclipselink.ui,1.0.0.v201104110000,"org.eclipse.jpt.dbws.eclipselink.ui",1342121103596
stopped,bundle,org.eclipse.datatools.enablement.hsqldb.ui,1.0.0.v201108120600,"org.eclipse.datatools.enablement.hsqldb.ui",1342121103598
stopped,bundle,org.eclipse.datatools.enablement.ingres.ui,1.0.0.v201105270214,"org.eclipse.datatools.enablement.ingres.ui",1342121103600
stopped,bundle,org.eclipse.datatools.enablement.postgresql.ui,1.0.0.v201107221506,"org.eclipse.datatools.enablement.postgresql.ui",1342121103600
stopped,bundle,org.eclipse.datatools.enablement.sqlite.ui,1.0.0.v201107221507,"org.eclipse.datatools.enablement.sqlite.ui",1342121103600
stopped,bundle,org.eclipse.jpt.jpa.eclipselink.ui,2.0.1.v201108080010,"org.eclipse.jpt.jpa.eclipselink.ui",1342121103602
stopped,bundle,org.jboss.tools.hibernate.jpt.ui,3.4.0.v20120611-2017-H93-Final,"org.jboss.tools.hibernate.jpt.ui",1342121103603
stopped,bundle,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui",1342121103605
stopped,bundle,org.jboss.tools.cdi.seam.config.ui,1.2.0.v20120611-1827-H85-Final,"org.jboss.tools.cdi.seam.config.ui",1342121103607
stopped,bundle,org.jboss.tools.cdi.seam.text.ext,1.2.0.v20120611-1827-H85-Final,"org.jboss.tools.cdi.seam.text.ext",1342121103608
stopped,bundle,org.jboss.tools.cdi.text.ext,1.2.0.v20120611-1827-H85-Final,"org.jboss.tools.cdi.text.ext",1342121103609
stopped,bundle,org.jboss.tools.cdi.xml.ui,1.2.0.v20120611-1827-H85-Final,"org.jboss.tools.cdi.xml.ui",1342121103614
stopped,bundle,org.jboss.tools.cdi.ui,1.2.0.v20120611-1827-H85-Final,"org.jboss.tools.cdi.ui",1342121103619
stopped,bundle,org.jboss.tools.jsf.ui,3.3.0.v20120611-2148-H115-Final,"org.jboss.tools.jsf.ui",1342121103623
stopped,bundle,org.jboss.tools.jsf.vpe.ajax4jsf,3.3.0.v20120611-2148-H115-Final,"org.jboss.tools.jsf.vpe.ajax4jsf",1342121103624
stopped,bundle,org.jboss.tools.jsf.vpe.richfaces,3.3.0.v20120611-2148-H115-Final,"org.jboss.tools.jsf.vpe.richfaces",1342121103625
stopped,bundle,org.jboss.tools.jsf.vpe.facelets,3.3.0.v20120611-2148-H115-Final,"org.jboss.tools.jsf.vpe.facelets",1342121103627
stopped,bundle,org.jboss.tools.jsf.vpe.jbpm,3.3.0.v20120611-2148-H115-Final,"org.jboss.tools.jsf.vpe.jbpm",1342121103628
stopped,bundle,org.jboss.tools.jsf.vpe.jstl,3.3.0.v20120611-2148-H115-Final,"org.jboss.tools.jsf.vpe.jstl",1342121103642
stopped,bundle,org.jboss.tools.jsf.vpe.seam,3.3.0.v20120611-2148-H115-Final,"org.jboss.tools.jsf.vpe.seam",1342121103683
stopped,bundle,org.jboss.tools.jsf.vpe.jsf,3.3.0.v20120611-2148-H115-Final,"org.jboss.tools.jsf.vpe.jsf",1342121103685
stopped,bundle,org.jboss.tools.jsf.vpe.myfaces,3.3.0.v20120611-2148-H115-Final,"org.jboss.tools.jsf.vpe.myfaces",1342121103686
stopped,bundle,org.jboss.tools.vpe.docbook,3.3.0.v20120611-1821-H102-Final,"org.jboss.tools.vpe.docbook",1342121103687
stopped,bundle,org.jboss.tools.vpe.html,3.3.0.v20120611-1821-H102-Final,"org.jboss.tools.vpe.html",1342121103687
stopped,bundle,org.jboss.tools.vpe.jsp,3.3.0.v20120611-1821-H102-Final,"org.jboss.tools.vpe.jsp",1342121103688
stopped,bundle,org.jboss.tools.vpe.spring,3.3.0.v20120611-1821-H102-Final,"org.jboss.tools.vpe.spring",1342121103689
stopped,bundle,org.jboss.tools.vpe,3.3.0.v20120611-1821-H102-Final,"org.jboss.tools.vpe",1342121103691
stopped,bundle,org.jboss.tools.jst.css,3.3.0.v20120611-1739-H85-Final,"org.jboss.tools.jst.css",1342121103692
stopped,bundle,org.jboss.tools.jst.web.tiles.ui,3.3.0.v20120611-1739-H85-Final,"org.jboss.tools.jst.web.tiles.ui",1342121103694
stopped,bundle,org.jboss.tools.maven.seam,1.3.0.v20120613-2141-H115-Final,"org.jboss.tools.maven.seam",1342121103694
stopped,bundle,org.jboss.tools.seam.ui,3.3.0.v20120612-1916-H130-Final,"org.jboss.tools.seam.ui",1342121103694
stopped,bundle,org.jboss.tools.seam.ui.pages,3.3.0.v20120612-1916-H130-Final,"org.jboss.tools.seam.ui.pages",1342121103695
stopped,bundle,org.jboss.tools.seam.xml.ui,3.3.0.v20120612-1916-H130-Final,"org.jboss.tools.seam.xml.ui",1342121103696
stopped,bundle,org.jboss.tools.jst.web.ui,3.3.0.v20120611-1739-H85-Final,"org.jboss.tools.jst.web.ui",1342121103698
stopped,bundle,org.eclipse.datatools.connectivity.db.generic.ui,1.0.1.v201107221459,"org.eclipse.datatools.connectivity.db.generic.ui",1342121103698
stopped,bundle,org.eclipse.datatools.connectivity.apache.derby.ui,1.0.3.v201107221459,"org.eclipse.datatools.connectivity.apache.derby.ui",1342121103698
stopped,bundle,org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples,2.5.0.200810071,"org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples",1342121103700
stopped,bundle,org.eclipse.datatools.enablement.sybase.asa.ui,1.0.1.v200906111204,"org.eclipse.datatools.enablement.sybase.asa.ui",1342121103700
stopped,bundle,org.eclipse.datatools.enablement.sybase.ase.ui,1.0.1.v200906020900,"org.eclipse.datatools.enablement.sybase.ase.ui",1342121103700
stopped,bundle,org.eclipse.datatools.enablement.sybase.ui,1.0.0.v200906090452,"org.eclipse.datatools.enablement.sybase.ui",1342121103701
stopped,bundle,org.eclipse.datatools.sqltools.data.ui,1.2.1.v201010270945,"org.eclipse.datatools.sqltools.data.ui",1342121103702
stopped,bundle,org.eclipse.datatools.connectivity.sqm.server.ui,1.1.100.v201107221459,"org.eclipse.datatools.connectivity.sqm.server.ui",1342121103704
stopped,bundle,org.eclipse.datatools.sqltools.ddlgen.ui,1.0.2.v201201131129,"org.eclipse.datatools.sqltools.ddlgen.ui",1342121103704
stopped,bundle,org.eclipse.datatools.sqltools.db.derby.ui,1.0.0.v200906020900,"org.eclipse.datatools.sqltools.db.derby.ui",1342121103705
stopped,bundle,org.eclipse.datatools.sqltools.db.generic.ui,1.0.0.v200906020900,"org.eclipse.datatools.sqltools.db.generic.ui",1342121103706
stopped,bundle,org.eclipse.datatools.sqltools.debugger.core.ui,1.0.0.v201003161000,"org.eclipse.datatools.sqltools.debugger.core.ui",1342121103707
stopped,bundle,org.eclipse.datatools.sqltools.routineeditor.ui,1.0.2.v201111230714,"org.eclipse.datatools.sqltools.routineeditor.ui",1342121103709
stopped,bundle,org.eclipse.datatools.sqltools.sqlbuilder,1.0.3.v201107221520,"org.eclipse.datatools.sqltools.sqlbuilder",1342121103712
stopped,bundle,org.eclipse.datatools.sqltools.debugger.core,1.0.1.v201107221520,"org.eclipse.datatools.sqltools.debugger.core",1342121103713
stopped,bundle,org.eclipse.datatools.sqltools.schemaobjecteditor.ui.pages,1.1.0.200810071,"org.eclipse.datatools.sqltools.schemaobjecteditor.ui.pages",1342121103715
stopped,bundle,org.eclipse.datatools.sqltools.schemaobjecteditor.ui,1.1.1.200810071,"org.eclipse.datatools.sqltools.schemaobjecteditor.ui",1342121103716
stopped,bundle,org.eclipse.datatools.sqltools.sqlscrapbook,1.0.1.v201107221520,"org.eclipse.datatools.sqltools.sqlscrapbook",1342121103720
stopped,bundle,org.eclipse.datatools.sqltools.sqleditor,1.0.2.v201107221520,"org.eclipse.datatools.sqltools.sqleditor",1342121103721
stopped,bundle,org.eclipse.datatools.sqltools.editor.core.ui,1.0.0.v201001150815,"org.eclipse.datatools.sqltools.editor.core.ui",1342121103722
stopped,bundle,org.eclipse.datatools.sqltools.tabledataeditor,1.0.1.v201005250945,"org.eclipse.datatools.sqltools.tabledataeditor",1342121103723
stopped,bundle,org.eclipse.datatools.connectivity.sqm.core.ui,1.2.1.v20110926045,"org.eclipse.datatools.connectivity.sqm.core.ui",1342121103725
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.ui,1.1.200.v201004290730,"org.eclipse.jst.j2ee.ejb.annotations.ui",1342121103726
stopped,bundle,org.jboss.tools.central,1.0.0.v20120612-0053-H99-Final,"org.jboss.tools.central",1342121103726
stopped,bundle,org.jboss.tools.maven.project.examples,1.3.0.v20120613-2141-H115-Final,"org.jboss.tools.maven.project.examples",1342121103726
stopped,bundle,org.jboss.tools.project.examples.cheatsheet,1.2.1.v20120612-0012-H106-Final,"org.jboss.tools.project.examples.cheatsheet",1342121103728
stopped,bundle,org.jboss.tools.project.examples,1.2.1.v20120612-0012-H106-Final,"org.jboss.tools.project.examples",1342121103728
stopped,bundle,org.jboss.tools.runtime.seam.detector,1.3.0.v20120611-2354-H105-Final,"org.jboss.tools.runtime.seam.detector",1342121103728
stopped,bundle,org.jboss.tools.seam.text.ext,3.3.0.v20120612-1916-H130-Final,"org.jboss.tools.seam.text.ext",1342121103729
stopped,bundle,org.jboss.tools.seam.core,3.3.0.v20120612-1916-H130-Final,"org.jboss.tools.seam.core",1342121103729
stopped,bundle,org.eclipse.datatools.connectivity.ui.dse,1.1.4.v201107221459,"org.eclipse.datatools.connectivity.ui.dse",1342121103731
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1342121103732
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.200.v201103302125,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1342121103733
